region_macro;region;city;fias;employer;position_type;salary_min;salary_max;salary_type;vacancy_source
Московская область;Московская обл;г Сергиев Посад;afcc8478-fc53-45e3-a8bb-2ccfabd7abb6;ДИКСИ, группа компаний;Продавец-кассир;26000;45000;gross;hh
Московская область;Московская обл;г Пушкино;73dc612e-ef64-493c-9d65-216fcb768b7c;ДИКСИ, группа компаний;Продавец-кассир;26000;45000;gross;hh
Ленинградская область;Ленинградская обл;Янино-1 гп;6434dbe8-6886-48f7-8ce3-3a90288fc28f;РосАл;Продавец-кассир;30000;40000;net;hh
Санкт-Петербург;г Санкт-Петербург;г Санкт-Петербург;c2deb16a-0330-4f05-821f-1d09c93331e6;РосАл;Продавец-кассир;30000;40000;net;hh
Республика Коми;Респ Коми;г Ухта;067b4cef-e128-4d5a-8305-fecf53e7b7e8;Л'Этуаль;Продавец-кассир;27000;80000;gross;hh
Приморский край;Приморский край;г Находка;225a3506-35aa-4456-8bd7-244bdfbc4eaf;УК Розничные Технологии;Продавец-кассир;25000;25000;net;hh
Свердловская область;Свердловская обл;г Екатеринбург;2763c110-cb8b-416a-9dac-ad28a55b4402;ГК Пив&Ко;Продавец-кассир;12000;18000;net;hh
Иркутская область;Иркутская обл;г Иркутск;8eeed222-72e7-47c3-ab3a-9a553c31cf72;Группа Компаний «GreenSpark»;Продавец-кассир;60000;65000;net;hh
Москва;г Москва;г Москва;0c5b2444-70a0-4932-980c-b4dc0d3f02b5;Волконский, кондитерская;Продавец-кассир;35000;40000;net;hh
Московская область;Московская обл;г Щёлково;26804619-405e-4a8d-93e1-2fbdb01342d7;ДИКСИ, группа компаний;Продавец-кассир;26000;35000;gross;hh
Москва;г Москва;г Москва;0c5b2444-70a0-4932-980c-b4dc0d3f02b5;Кулинарная лавка братьев Караваевых;Продавец-кассир;35000;60000;net;hh
Белгородская область;Белгородская обл;г Алексеевка;94969f84-fff4-4ddf-9677-b912b4b2aa3e;FIX PRICE;Продавец-кассир;20000;22000;net;hh
Москва;г Москва;г Москва;0c5b2444-70a0-4932-980c-b4dc0d3f02b5;5LB;Продавец-кассир;45000;70000;gross;hh
Свердловская область;Свердловская обл;г Каменск-Уральский;ecc16584-9814-44d7-a0f3-c79601caa734;Leran;Продавец-кассир;20000;35000;gross;hh
Сахалинская область;Сахалинская обл;г Южно-Сахалинск;44388ad0-06aa-49b0-bbf9-1704629d1d68;Торговая сеть Модный Базар;Продавец-кассир;35000;45000;net;hh
Москва;г Москва;г Москва;0c5b2444-70a0-4932-980c-b4dc0d3f02b5;Суши WOK;Продавец-кассир;35000;55000;net;hh
Московская область;г Москва;г Троицк;7dde11f6-f6ab-4a05-8052-78e0cab8fc59;ВЕРНЫЙ, Сеть магазинов;Продавец-кассир;28000;33000;gross;hh
Москва;г Москва;г Москва;0c5b2444-70a0-4932-980c-b4dc0d3f02b5;ДИКСИ, группа компаний;Продавец-кассир;30000;35000;gross;hh
Тульская область;Тульская обл;г Тула;b2601b18-6da2-4789-9fbe-800dde06a2bb;FIX PRICE;Продавец-кассир;22800;24000;net;hh
Приморский край;Приморский край;г Фокино;fdb16823-586f-43d2-a1b4-b1c7c7f00bcd;Деловые люди;Продавец-кассир;45000;60000;net;hh
Санкт-Петербург;г Санкт-Петербург;г Санкт-Петербург;c2deb16a-0330-4f05-821f-1d09c93331e6;Суши WOK;Продавец-кассир;26400;39000;net;hh
Санкт-Петербург;г Санкт-Петербург;г Санкт-Петербург;c2deb16a-0330-4f05-821f-1d09c93331e6;Кореана Фудс;Продавец-кассир;35000;45000;net;hh
Ленинградская область;Ленинградская обл;г Сертолово;79b806cd-e36c-48fc-b82c-8cbb5cfd9450;ПитерЛюбит;Продавец-кассир;28000;30000;net;hh
Москва;г Москва;г Москва;0c5b2444-70a0-4932-980c-b4dc0d3f02b5;Accord.Digital;Продавец-кассир;35000;50000;net;hh
Санкт-Петербург;г Санкт-Петербург;г Санкт-Петербург;c2deb16a-0330-4f05-821f-1d09c93331e6;ФГУП « ПРОМСЕРВИС» ФСИН России;Продавец-кассир;27270;27270;gross;hh
Москва;г Москва;г Москва;0c5b2444-70a0-4932-980c-b4dc0d3f02b5;РУССКИЙ ПРОДУКТ;Продавец-кассир;29000;29000;net;hh
Челябинская область;Челябинская обл;г Магнитогорск;988157bf-d6d5-4c2a-80ec-4ad531eea056;Фотографический магазин Метенкова;Продавец-кассир;25000;25000;gross;hh
Ленинградская область;Ленинградская обл;г Кириши;52da70f1-08b0-4b4c-9d22-d67a62bc2aa5;Детский Мир;Продавец-кассир;28000;28000;net;hh
Новосибирская область;Новосибирская обл;г Новосибирск;8dea00e3-9aab-4d8e-887c-ef2aaa546456;Группа компаний F1;Продавец-кассир;20000;26000;net;hh
Смоленская область;Смоленская обл;г Десногорск;5e2b3d5b-cd14-4116-8837-8878b5ccc057;ДИКСИ, группа компаний;Продавец-кассир;23500;30520;net;hh
Смоленская область;Смоленская обл;г Смоленск;d414a2e8-9e1e-48c1-94a4-7308d5608177;ДИКСИ, группа компаний;Продавец-кассир;20000;25000;net;hh
Калужская область;Калужская обл;г Калуга;b502ae45-897e-4b6f-9776-6ff49740b537;ДИКСИ, группа компаний;Продавец-кассир;21300;25824;gross;hh
Республика Татарстан;Респ Татарстан;г Казань;93b3df57-4c89-44df-ac42-96f05e9cd3b9;Агат, Торговый Дом;Продавец-кассир;23000;23000;net;hh
Московская область;Московская обл;г Красногорск;77580de0-05f8-45a5-af3e-5d99d687ad9f;Куриный дом;Продавец-кассир;36000;44000;net;hh
Московская область;Новосибирская обл;г Новосибирск;8dea00e3-9aab-4d8e-887c-ef2aaa546456;ТД Рублевский;Продавец-кассир;56000;56000;net;hh
Республика Крым;Респ Крым;г Симферополь;b9001e55-72ed-43bf-b7eb-41b86a14380e;Аврора-Крым;Продавец-кассир;25000;32000;net;hh
Воронежская область;Воронежская обл;г Воронеж;5bf5ddff-6353-4a3d-80c4-6fb27f00c6c1;Группа Компаний «GreenSpark»;Продавец-кассир;40000;40000;net;hh
Московская область;Московская обл;г Красногорск;63fcf18a-365e-451f-baee-8d09ac50b773;КС Интернешнл;Продавец-кассир;35000;40000;net;hh
Новосибирская область;Новосибирская обл;г Бердск;fd0191f4-4687-42d9-be64-4ebc7824bd08;O'STIN;Продавец-кассир;25900;28700;net;hh
Иркутская область;Иркутская обл;г Иркутск;8eeed222-72e7-47c3-ab3a-9a553c31cf72;Татаринова Ирина Анатольевна;Продавец-кассир;20000;25000;net;hh
Московская область;Московская обл;г Озёры;e778b800-b432-4150-82fd-d415911fb700;ВЕРНЫЙ, Сеть магазинов;Продавец-кассир;26000;30000;gross;hh
Республика Хакасия;Респ Хакасия;г Абакан;42a02e11-a337-4d50-8596-fc76dae7c62a;Командор, сеть супермаркетов;Продавец-кассир;21000;23000;net;hh
Кемеровская область;Кемеровская область - Кузбасс;г Мыски;070a8e7b-038f-48c8-9eed-16a6c03ab899;СИГ;Продавец-кассир;15000;25000;gross;hh
Санкт-Петербург;г Санкт-Петербург;г Санкт-Петербург;c2deb16a-0330-4f05-821f-1d09c93331e6;Правильные люди;Продавец-кассир;39000;43500;net;hh
Воронежская область;Воронежская обл;г Павловск;f4a89d85-b770-4d58-b205-31165a9958b8;Фосфорель;Продавец-кассир;25000;35000;gross;hh
Вологодская область;Вологодская обл;г Череповец;b4c30848-5181-44b4-88fa-456e1c4aeb0f;Бристоль, сеть магазинов;Продавец-кассир;30000;42000;gross;hh
Тульская область;Тульская обл;г Тула;b2601b18-6da2-4789-9fbe-800dde06a2bb;Будилина О.В.;Продавец-кассир;25000;50000;net;hh
Московская область;Московская обл;г Балашиха;27c5bc66-61bf-4a17-b0cd-ca0eb64192d6;Твое;Продавец-кассир;25000;30000;gross;hh
Саратовская область;Саратовская обл;г Саратов;bf465fda-7834-47d5-986b-ccdb584a85a6;Хороший хлеб;Продавец-кассир;20000;26000;net;hh
Иркутская область;Иркутская обл;г Ангарск;82b6b7c8-82a4-44b2-8bc7-691373706b89;Командор, сеть супермаркетов;Продавец-кассир;19000;22000;net;hh
Московская область;Московская обл;г Солнечногорск;d4dadcfd-355d-4fe9-963d-48ad122a7778;КС Интернешнл;Продавец-кассир;35000;40000;net;hh
